ind,time,age,male,female
0,0,0,31,40
1,0,1,143,127
2,0,2,132,126
3,0,3,156,147
4,0,4,149,144
5,0,5,150,167
6,0,6,161,142
7,0,7,150,152
8,0,8,154,160
9,0,9,132,141
10,0,10,137,151
11,0,11,158,145
12,0,12,157,149
13,0,13,158,145
14,0,14,139,167
15,0,15,125,128
16,0,16,133,124
17,0,17,135,149
18,0,18,129,160
19,0,19,127,134
20,0,20,131,126
21,0,21,89,69
22,0,22,89,64
23,0,23,86,83
24,0,24,85,66
25,0,25,95,82
26,0,26,82,91
27,0,27,89,88
28,0,28,93,81
29,0,29,90,72
30,0,30,99,88
31,0,31,106,109
32,0,32,97,95
33,0,33,105,104
34,0,34,110,112
35,0,35,90,124
36,0,36,95,105
37,0,37,101,124
38,0,38,123,96
39,0,39,113,121
40,0,40,117,105
41,0,41,126,94
42,0,42,102,115
43,0,43,96,102
44,0,44,123,103
45,0,45,97,91
46,0,46,107,108
47,0,47,97,95
48,0,48,98,83
49,0,49,80,99
50,0,50,81,95
51,0,51,135,152
52,0,52,122,140
53,0,53,121,110
54,0,54,117,150
55,0,55,115,115
56,0,56,105,127
57,0,57,109,135
58,0,58,109,116
59,0,59,87,114
60,0,60,83,98
61,0,61,84,76
62,0,62,72,54
63,0,63,56,63
64,0,64,53,66
65,0,65,71,61
66,0,66,49,52
67,0,67,63,64
68,0,68,55,65
69,0,69,59,55
70,0,70,52,40
71,0,71,42,51
72,0,72,49,50
73,0,73,47,44
74,0,74,42,35
75,0,75,44,44
76,0,76,41,49
77,0,77,25,27
78,0,78,22,29
79,0,79,21,23
80,0,80,16,21
81,0,81,23,18
82,0,82,10,15
83,0,83,12,11
84,0,84,12,17
85,0,85,11,16
86,0,86,14,14
87,0,87,7,12
88,0,88,13,13
89,0,89,11,9
90,0,90,4,6
91,0,91,7,10
92,0,92,9,8
93,0,93,9,5
94,0,94,11,5
95,0,95,6,6
96,0,96,4,5
97,0,97,5,2
98,0,98,3,4
99,0,99,6,1
100,0,100,2,5
101,0,101,0,0
102,1,0,35,31
103,1,1,31,39
104,1,2,143,127
105,1,3,132,126
106,1,4,156,147
107,1,5,149,144
108,1,6,150,167
109,1,7,161,142
110,1,8,150,152
111,1,9,154,160
112,1,10,132,141
113,1,11,137,151
114,1,12,158,145
115,1,13,157,149
116,1,14,158,145
117,1,15,139,167
118,1,16,124,128
119,1,17,133,124
120,1,18,135,149
121,1,19,129,160
122,1,20,127,133
123,1,21,131,126
124,1,22,89,69
125,1,23,89,64
126,1,24,86,83
127,1,25,85,66
128,1,26,95,82
129,1,27,82,91
130,1,28,89,88
131,1,29,93,81
132,1,30,90,72
133,1,31,99,88
134,1,32,106,109
135,1,33,97,95
136,1,34,104,104
137,1,35,110,112
138,1,36,90,124
139,1,37,95,105
140,1,38,101,124
141,1,39,122,96
142,1,40,113,121
143,1,41,117,105
144,1,42,126,94
145,1,43,102,115
146,1,44,96,102
147,1,45,123,103
148,1,46,97,91
149,1,47,107,107
150,1,48,97,95
151,1,49,98,83
152,1,50,80,99
153,1,51,81,95
154,1,52,135,152
155,1,53,121,139
156,1,54,119,110
157,1,55,117,150
158,1,56,113,115
159,1,57,105,126
160,1,58,107,133
161,1,59,107,113
162,1,60,86,114
163,1,61,81,96
164,1,62,82,75
165,1,63,70,54
166,1,64,56,61
167,1,65,52,65
168,1,66,67,60
169,1,67,47,52
170,1,68,63,64
171,1,69,54,63
172,1,70,53,52
173,1,71,51,39
174,1,72,40,50
175,1,73,47,49
176,1,74,47,43
177,1,75,42,34
178,1,76,43,43
179,1,77,40,48
180,1,78,25,25
181,1,79,21,29
182,1,80,18,21
183,1,81,16,20
184,1,82,21,14
185,1,83,10,10
186,1,84,9,11
187,1,85,12,15
188,1,86,8,14
189,1,87,13,12
190,1,88,6,10
191,1,89,12,12
192,1,90,8,8
193,1,91,4,5
194,1,92,6,10
195,1,93,7,7
196,1,94,8,4
197,1,95,9,5
198,1,96,5,5
199,1,97,3,3
200,1,98,3,2
201,1,99,2,2
202,1,100,5,0
203,1,101,0,0
204,2,0,28,33
205,2,1,35,31
206,2,2,31,38
